title,dates,start,end,span,description,people,doctype,publisher,keywords,locations,filetype,item-id,source,type,format,rights,language,link,cdmid
McCall Folklore Soceity Folder,7/18/1984 - 2/1/2001,7/18/1984,2/1/2001,1984-2001,43 pages of subject files containing and related to McCall Folklore Soceity,"Harren, Patrick; Bowler, Belinda; Herdman, Priscilla;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,The Hot Capers; Dot&apos;s Relief band; Clings; The Irish Project; McCall Healing &amp; Metaphysical Fair;,"McCall, ID;",Subject Files,McCall_Folklore_Soceity,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/685,685
McCall Frontier Days Folder,8/3/1988 - 7/31/1996,8/3/1988,7/31/1996,1988-1996,7 pages of subject files containing and related to McCall Frontier Days,"Boal, Phil; Krumm, Dale; Alford, Ray; Johnson, Buck; Kerrick, Anne; Morrell, Rachel;",,Long Valley Advocate; The Star-News;,Events; Queen; Horses; Frontier Days-rodeoresults; Queen and her Court;,"McCall, ID;",Subject Files,McCall_Frontier_Days,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/686,686
McCall Historic Preservation Folder,9/1/2011 - 9/1/2011,9/1/2011,9/1/2011,2011-2011,18 pages of subject files containing and related to McCall Historic Preservation,"Bailey, Don; Bailey, Marlene; Braak, Ann; Corcoran, Brian; Fairbrother, Bob; Theisen, Jennifer;",Report;,McCall Historic Preservation Commission; The Star-News;,City Commission; Signage; DVD of McCall History; Surveys of Historic Places; Historic Preservation Plan;,"McCall, ID;",Subject Files,McCall_Historic_Preservation,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/687,687
Maps: Idaho Territory Folder,9/7/1983 - 9/7/1983,9/7/1983,9/7/1983,1983-1983,3 pages of subject files containing and related to Maps: Idaho Territory,,,Idaho Statesman;,1863; Idaho Territory; Map; U.S. Geological Survey;,Idaho Territory;,Subject Files,Maps-Idaho_Territory,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/688,688
"McCall, Idaho: Arts and Humanities Council Folder",12/22/1986 - 5/14/2015,12/22/1986,5/14/2015,1986-2015,"71 pages of subject files containing and related to McCall, Idaho: Arts and Humanities Council","Keiser-Ruemmele, Jenny; Kindall, Tracey; White, Patty;",,Long Valley Advocate; The Star-News;,Art Groups; Music groups; Grants; Galleries; Theater; Arts and Humanities Council;,"McCall, ID;",Subject Files,McCall_Idaho-Arts_and_Humanities_Council,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/689,689
"McCall, Idaho: Bicentennial of the US Constitution Folder",9/13/1987 - 9/16/1987,9/13/1987,9/16/1987,1987-1987,"2 pages of subject files containing and related to McCall, Idaho: Bicentennial of the US Constitution",,,Idaho Statesman; The Star-News;,200th Anniversary; bicentennial communities; U.S. Constitution;,"McCall, ID;",Subject Files,McCall_Idaho-Bicentennial_of_the_US_Constitution,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/690,690
McCall History Annual Holidays Folder,7/1/1984 - 7/11/2013,7/1/1984,7/11/2013,1984-2013,31 pages of subject files containing and related to McCall History Annual Holidays,"Andrus, Cecil; Karren, John; Morgan, Barbara; Jonas, Bob; Maxwell, Helen;",Personal Account;,Idaho Statesman; The Star-News;,Air Shows; Competitions; National Porcupine Races; Christmas Holiday; Fourth of July Celebration,"McCall, ID;",Subject Files,McCall_History_Annual_Holidays,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/691,691
"McCall, Idaho: Businesses I - 1935-1993 Folder",2/21/1935 - 12/31/1993,2/21/1935,12/31/1993,1935-1993,"130 pages of subject files containing and related to McCall, Idaho: Businesses I - 1935-1993",,Report;,Cascade News; Payette Lakes Star; Idaho Statesman; The Star-News;,"Bryan&apos;s Burger Den; Camp Gee-Land; Edwards Glass shop; Haley Drug Co.; Idaho First National Bank; Jim&apos;s Towing; John&apos;s Service Station; Korner Kafe; Lakeview Camp; Lardo Saloon and Dance Hall; Log Cabin, The; May Hardware; McCall Hotel; McCall Meat Market; McCall Theatre; Newcomb&apos;s Camps; Paul&apos;s Grocery; Payette Lakes Star; Punchboard Candy Shop; Shavers; Stan&apos;s Auto Parts; Village Inn motel; Warren-McCall Stage; Weller-Miller Insurance; IGA Grocery - Williams-May Co.; Williams Independent Grocery;","McCall, ID; Lardo, ID;",Subject Files,McCall_Idaho-Businesses_I_-_1935-1993,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/692,692
"McCall, Idaho: Businesses II - 1994-1997 Folder",1/1/1994 - 12/31/1997,1/1/1994,12/31/1997,1994-1997,"151 pages of subject files containing and related to McCall, Idaho: Businesses II - 1994-1997",,,Long Valley Advocate; The Star-News;,Donna&apos;s Lil Darlings Daycare; Bear Creek Lodge; Ridley&apos;s; Blue Grouse; LaFay&apos;s Barber Shop; Peak Performance; Lick Creek Fly Shop; Pony Express; Lumbermen&apos;s; Mountain Monkey Business; Kim&apos;s Video; Long Valley Canvas;,"McCall, ID;",Subject Files,McCall_Idaho-Businesses_II_-_1994-1997,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/693,693
"McCall, Idaho: Businesses III - 1998-2016 Folder",1/1/1998 - 12/31/2016,1/1/1998,12/31/2016,1998-2016,"177 pages of subject files containing and related to McCall, Idaho: Businesses III - 1998-2016",,,Idaho Statesman; The Star-News; McCall Home magazine article;,Albertsons; Bella Kitchen; Farmer&apos;s Market; Flora; Franz Witte; Holiday Inn; Les Schwab; May Hardware; Mile High Marina; Pancake House; Pro Build; Rupert&apos;s; Shore Lodge;,"McCall, ID;",Subject Files,McCall_Idaho-Businesses_III_-_1998-2016,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/694,694
"McCall, Idaho: Camps Folder",3/17/2011 - 3/17/2011,3/17/2011,3/17/2011,2011-2011,"1 pages of subject files containing and related to McCall, Idaho: Camps",,,The Star-News;,Military Camps; Church Camps; Youth Camps; Camping; Operation Military Kids&apos; Idaho Military Family Winter Camp,"McCall, ID;",Subject Files,McCall_Idaho-Camps,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/695,695
"McCall, Idaho: Centennial Folder",6/3/2011 - 7/26/2012,6/3/2011,7/26/2012,2011-2012,"5 pages of subject files containing and related to McCall, Idaho: Centennial",,,The Star-News;,Parks; Celebrations; Monument; Centennial;,"McCall, ID;",Subject Files,McCall_Idaho-Centennial,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/696,696
"McCall, Idaho: Chamber of Commerce Folder",1/15/1948 - 12/1/2016,1/15/1948,12/1/2016,1948-2016,"39 pages of subject files containing and related to McCall, Idaho: Chamber of Commerce","Bouck, Larry; Brown, Warren; Elmers, Helen; Mackall; Mohler, Lisa; Offutt, Rena; Sackerman, John;",Map; Report;,Payette Lakes Star; The Long Valley Advocate; The Star-News;,Chamber of Commerce; Decal; Payette Lakes Chamber of Commerce; Statistics; Winter Carnival;,"McCall, ID;",Subject Files,McCall_Idaho-Chamber_of_Commerce,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/697,697
"McCall, Idaho: Community Clinic Folder",10/25/2007 - 10/25/2012,10/25/2007,10/25/2012,2007-2012,"3 pages of subject files containing and related to McCall, Idaho: Community Clinic","Jessup, Dr. Sarah;",,The Star-News;,Volunteer Clinic; Uninsured Patients; Community Care Clinic;,"McCall, ID;",Subject Files,McCall_Idaho-Community_Clinic,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/698,698
"McCall, Idaho: Community Housing Folder",7/1/1993 - 2/9/2012,7/1/1993,2/9/2012,1993-2012,"11 pages of subject files containing and related to McCall, Idaho: Community Housing",,,The Star-News;,Work Force Housing; Plans; Sites; The Springs Apartments; Community Housing;,"McCall, ID;",Subject Files,McCall_Idaho-Community_Housing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/699,699
"McCall, Idaho: Description and Travel Folder",6/9/1950 - 5/10/2003,6/9/1950,5/10/2003,1950-2003,"95 pages of subject files containing and related to McCall, Idaho: Description and Travel",,brochures,The Star-News;,Resorts; Sports; Travel; Payette Lakes; bike trails;,"McCall, ID;",Subject Files,McCall_Idaho-Description_and_Travel,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/700,700
"McCall, Idaho: Airport Folder",7/1/1965 - 8/30/2012,7/1/1965,8/30/2012,1965-2012,"36 pages of subject files containing and related to McCall, Idaho: Airport",,Speech;,,City Airports; History of Aviation;,"McCall, ID;",Subject Files,McCall_Idaho-Airport,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/701,701
"McCall, Idaho: Farmer&apos;s Market Folder",6/16/1994 - 11/13/2014,6/16/1994,11/13/2014,1994-2014,"10 pages of subject files containing and related to McCall, Idaho: Farmer&apos;s Market","Kelley, Patsy; Klinger, Amy; Marshall, Susie;",,The Star-News;,Grants; Site; non-profit; Farmer&apos;s Market;,"McCall, ID;",Subject Files,McCall_Idaho-Farmer&apos;s_Market,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/702,702
"McCall, Idaho: Golf Course Folder",1/1/1960 - 11/10/2016,1/1/1960,11/10/2016,1960-2016,"316 pages of subject files containing and related to McCall, Idaho: Golf Course",,News Articles; Pamphlets; Rate sheets; Results,The Star-News;,Tournaments; Clubhouse; Course Design; Amateur Golf Tournament; Golf Course; Scores;,"McCall, ID;",Subject Files,McCall_Idaho-Golf_Course,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/703,703
"McCall, Idaho: Artists, Arts &amp; Crafts Folder",1/1/1886 - 8/25/2016,1886-01-01,8/25/2016,1886-2016,"78 pages of subject files containing and related to McCall, Idaho: Artists, Arts &amp; Crafts",,Written History;,High Country News; Idaho Statesman; The Long Valley Advocate; The Star-News; McCall Magazine excerpts;,Shows; Galleries; Fairs; Artists; Art; broommaking; ceramic sculptures; Huckleberry Gallery of Visual Arts; lace making; loom; painting; photographs; quilt making; sculpture; violin; watercolor; weaving; wood carving;,"McCall, ID;",Subject Files,McCall_Idaho-Artists_Arts_&amp;_Crafts,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/704,704
Sports: Boxing Folder,6/26/2014 - 6/26/2014,6/26/2014,6/26/2014,2014-2014,1 pages of subject files containing and related to Sports: Boxing,"Ogden, Clint",,The Star-News;,,"McCall, ID;",Subject Files,Sports-Boxing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/705,705
Sports: Canoes and Canoeing; Boating; Rowing Folder,4/25/1990 - 10/6/2016,4/25/1990,10/6/2016,1990-2016,20 pages of subject files containing and related to Sports: Canoes and Canoeing; Boating; Rowing,"Bechdel, Les and Susan; Soucek, Kara; Armstrong, Dick",,The Star-News;,Star News; Little Salmon River; Sneaky Snake; Salmon River; Cabarton Bridge; Gonzaga University;,"McCall, ID; New Meadows, ID;",Subject Files,Sports-Canoes_and_Canoeing;_Boating;_Rowing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/706,706
Sports: Climbing Folder,4/17/2014 - 10/20/2016,4/17/2014,10/20/2016,2014-2016,15 pages of subject files containing and related to Sports: Climbing,,,The Star-News;,Cascade Climbing Team; Courageous Kids Climbing Team;,"McCall, ID; Cascade, ID;",Subject Files,Sports-Climbing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/707,707
Sports: Cycling Folder,3/7/1996 - 2/23/2017,3/7/1996,2/23/2017,1996-2017,33 pages of subject files containing and related to Sports: Cycling,"Randolph,Greg; Armstrong, Krisitn;",,Idaho Statesman; The Star-News;,Four summit Challenge; Mountain biking; Fat tire; Payette Youth mountain Bike Team; CIMBA; Payette Lake Trail;,"McCall, ID; Cascade, ID;",Subject Files,Sports-Cycling,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/708,708
Sports: Golf Folder,5/10/2012 - 9/15/2016,5/10/2012,9/15/2016,2012-2016,30 pages of subject files containing and related to Sports: Golf,,,The Star-News;,Golf Tournament; Meadow Creek; Vandal golf;,"McCall, ID; Cascade, ID; Meadow Creek;",Subject Files,Sports-Golf,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/709,709
Sports: Highland Games Folder,6/25/2009 - 7/2/2009,6/25/2009,7/2/2009,2009-2009,3 pages of subject files containing and related to Sports: Highland Games,,,The Star-News;,Highland Games; Snake river Claymores;,"McCall, ID;",Subject Files,Sports-Highland_Games,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/710,710
Sports: Hiking Folder,6/14/2012 - 7/14/2016,6/14/2012,7/14/2016,2012-2016,7 pages of subject files containing and related to Sports: Hiking,,,The Star-News;,Hiking Club;,"McCall, ID;",Subject Files,Sports-Hiking,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/711,711
Smokey Bear Folder,9/5/1984 - 6/8/1994,9/5/1984,6/8/1994,1984-1994,7 pages of subject files containing and related to Smokey Bear,,,Idaho Statesman; The Star-News;,U.S. Forest Service; Fire Prevention; Fire Protection; Public Relations; 50th Birthday Celebration; Smokey Bear;,Payette National Forest;,Subject Files,Smokey_Bear,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/712,712
Sports: Lacrosse Folder,3/25/2010 - 4/1/2010,3/25/2010,4/1/2010,2010-2010,2 pages of subject files containing and related to Sports: Lacrosse,"Wilson, Jake;",,The Star-News;,Lacrosse; McCall Blackout;,"McCall, ID;",Subject Files,Sports-Lacrosse,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/713,713
Sports: Mountain Biking Folder,9/18/1985 - 11/3/2016,9/18/1985,11/3/2016,1985-2016,23 pages of subject files containing and related to Sports: Mountain Biking,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Burgdorf trails; McCall Ski Town bike Festival; Mountain Biking;,Brundage Mountain;,Subject Files,Sports-Mountain_Biking,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/714,714
Sports: Pickle Ball Folder,9/5/2013 - 10/13/2016,9/5/2013,10/13/2016,2013-2016,7 pages of subject files containing and related to Sports: Pickle Ball,,,The Star-News;,Huckleberry Pickleball tourney; Idaho Senior Games; Mountains and Meadows Pickleball Club; Pickleball;,"McCall, ID; New Meadows, ID; Donnelly, ID; Meadows Valley;",Subject Files,Sports-Pickle_Ball,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/715,715
Sports: Rafting Folder,7/4/1994 - 7/19/2012,7/4/1994,7/19/2012,1994-2012,7 pages of subject files containing and related to Sports: Rafting,,,Idaho Statesman; The Star-News;,rafting; rafting accidents; veterans;,Hells Canyon Snake River; Lochsa River; Main Payette River; Middle Fork Salmon River; North Fork Payette River; Owyhee River; Salmon River; Selway River; South Fork Payette River;,Subject Files,Sports-Rafting,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/716,716
Sports: Rock Climbing Folder,9/20/2001 - 6/7/2012,9/20/2001,6/7/2012,2001-2012,4 pages of subject files containing and related to Sports: Rock Climbing,,,Idaho Statesman; The Star-News;,Cascade Mountain Sports and Climbing Gym; Courageous Kids Climbing; Rock Climbing; Slab climb; Slick Rock;,"Cascade, ID; McCall, ID;",Subject Files,Sports-Rock_Climbing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/717,717
Sports: Running Folder,3/28/1996 - 12/1/2016,3/28/1996,12/1/2016,1996-2016,55 pages of subject files containing and related to Sports: Running,,,The Star-News;,Horseshoe Bend&apos;s Annual Mustang Invitational cross-country meet; Idaho Mountain trail Ultra Festival; McCall Trail running Classic; Payette Lakes Middle School cross-country team; Ponderosa Park Run; See Jane Run Half Marathon;,"Horseshoe Bend, ID; McCall, ID; Ponderosa State Park;",Subject Files,Sports-Running,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/718,718
Sports: Sailing Folder,6/19/1983 - 6/12/2008,6/19/1983,6/12/2008,1983-2008,4 pages of subject files containing and related to Sports: Sailing,,,Idaho Statesman; The Star-News;,Payette Ragatta; sailing; Volvo Leukemia Cup Regatta;,"McCall, ID; Payette Lake;",Subject Files,Sports-Sailing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/719,719
Sports: Skate Boarding Folder,5/15/1997 - 7/7/2016,5/15/1997,7/7/2016,1997-2016,6 pages of subject files containing and related to Sports: Skate Boarding,,,The Star-News;,Harshman Skatepark; McCall Skate Down Summer Series; skate boarding;,"McCall, ID;",Subject Files,Sports-Skate_Boarding,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/720,720
Sports: Horsemanship Folder,12/11/2014 - 10/27/2016,12/11/2014,10/27/2016,2014-2016,9 pages of subject files containing and related to Sports: Horsemanship,"Johnson, Stephanie;",,The Star-News;,"Northwest Regionals, National Extreme Mountain Trail Challenge; Pony Club; Backcountry Horsman; Bishop Mule Days, CA; Horse Gymkhana; Rodeo;","McCall, ID; Donnelly, ID; Riggins, ID;",Subject Files,Sports-Horsemanship,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/721,721
Sports: Soccer Folder,9/7/1995 - 12/1/2016,9/7/1995,12/1/2016,1995-2016,21 pages of subject files containing and related to Sports: Soccer,"Fronk, John;",,The Star-News;,McCall Avalance U14 co-ed soccer team; McCall-Donnelly High School girls soccer team; McCall U-12 girls soccer team; soccer; youth soccer;,"McCall, ID; Donnelly, ID;",Subject Files,Sports-Soccer,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/722,722
Sports: Special Olympics Folder,5/8/1997 - 6/25/2015,5/8/1997,6/25/2015,1997-2015,3 pages of subject files containing and related to Sports: Special Olympics,,,The Star-News;,Gravity Sports; Special Olympics; Special Olympics Idaho&apos;s Winter Games;,"McCall, ID;",Subject Files,Sports-Special_Olympics,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/723,723
"Sports: Stand Up Paddling, Paddle Board Folder",7/17/2014 - 8/4/2016,7/17/2014,8/4/2016,2014-2016,"10 pages of subject files containing and related to Sports: Stand Up Paddling, Paddle Board",,,The Star-News;,Art Roberts Park; BIC Stand-Up Paddleboard One Design Challenge; Paddle Board; Stand up paddling;,"McCall, ID; Payette Lake;",Subject Files,Sports-Stand_Up_Paddling_Paddle_Board,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/724,724
Sports: Swimming Folder,5/22/2008 - 12/8/2016,5/22/2008,12/8/2016,2008-2016,9 pages of subject files containing and related to Sports: Swimming,,,The Star-News;,Legacy Park; Mile High Mile; Rotary Park; Sharlie&apos;s Sharks; Swimming; WAAF;,"McCall, ID; Payette Lake;",Subject Files,Sports-Swimming,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/725,725
Sports: Taekwondo Folder,5/4/1995 - 10/8/2015,5/4/1995,10/8/2015,1995-2015,7 pages of subject files containing and related to Sports: Taekwondo,"Duke, Larry;",,The Star-News;,McCall Taekwondo Club; Mile High Open taewkondo tournament; Taekwondo Junior Olympics;,"McCall, ID;",Subject Files,Sports-Taekwondo,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/726,726
Sports: Tennis Folder,7/26/2012 - 8/25/2016,7/26/2012,8/25/2016,2012-2016,10 pages of subject files containing and related to Sports: Tennis,,,The Star-News;,Laura Moore Cunningham foundation grant; McCall Community Tennis Association; Tennis; tennis court refurbishing project;,"McCall, ID;",Subject Files,Sports-Tennis,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/727,727
Sports: Judo Folder,2/4/1982 - 3/19/2017,2/4/1982,3/19/2017,1982-2017,44 pages of subject files containing and related to Sports: Judo,"Dye, Ryan; Bacon, James; Pyle, John;",,The Long Valley Advocate; The Star-News;,"Judo Club; Taekwondo Club; Judoku Club; Dye, Ryan; Bacon, James; Pyle, John;","McCall, ID;",Subject Files,Sports-Judo,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/728,728
Sports: Track Folder,5/5/1995 - 11/3/2016,5/5/1995,11/3/2016,1995-2016,90 pages of subject files containing and related to Sports: Track,"Anderson, Bill; Barth, Kara;",,The Star-News;,Cascade track and field team; McCall-Donnelly track and field team; Meadows Valley Mountaineers; Ramblers; Track and Field; Vandals;,"McCall, ID; Donnelly, ID; Meadows Valley;",Subject Files,Sports-Track,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/729,729
Sports: Triathlon Folder,8/12/1993 - 8/29/2013,8/12/1993,8/29/2013,1993-2013,14 pages of subject files containing and related to Sports: Triathlon,,,The Star-News;,bicycling; Little Ski Hill; McCall Mountain Triathlon; Payette Lakes Ski club; running; swimming; triathletes; triathlon;,"McCall, ID; Payette Lake;",Subject Files,Sports-Triathlon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/730,730
Sports: Kayaking Folder,7/12/1994 - 11/19/2015,7/12/1994,11/19/2015,1994-2015,23 pages of subject files containing and related to Sports: Kayaking,"Murphy, Jesse; Forster, Stephen; Ostis, Nate;",,Idaho Statesman; The Star-News;,"Payette River South Fork Rapids; Class V rapid; Murphy, Jesse; Kelly&apos;s Whitewater Park;","Banks, ID; Payette River; Payette Lake; Cascade, ID;",Subject Files,Sports-Kayaking,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/731,731
Sports: Wrestling Folder,2/4/1982 - 12/22/2016,2/4/1982,12/22/2016,1982-2016,46 pages of subject files containing and related to Sports: Wrestling,,,The Star-News;,Boise State Wrestling team; Glenns Ferry wrestling tourney; Magic Valley wrestling tourney; McCall-Donnelly wrestling team; wrestlers; wrestling;,"McCall, ID; Donnelly, ID; Meadows Valley;",Subject Files,Sports-Wrestling,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/732,732
Sports: Volleyball Folder,9/29/2015 - 11/10/2016,9/29/2015,11/10/2016,2015-2016,2 pages of subject files containing and related to Sports: Volleyball,,,The Star-News;,Meadows Valley Days Mud Volleyball Tournament; Volleyball; Western Idaho Conference&apos;s all-star volleyball squad;,"Meadows Valley; McCall, ID;",Subject Files,Sports-Volleyball,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/733,733
Spring Mountain Ranch Folder,5/27/1987 - 9/4/1997,5/27/1987,9/4/1997,1987-1997,12 pages of subject files containing and related to Spring Mountain Ranch,"O&apos;Neill, Peter;",,The Star-News;,Golf course; Spring Mountain Ranch;,"McCall, ID;",Subject Files,Spring_Mountain_Ranch,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/734,734
"Star, Idaho Folder",9/15/1975 - 9/15/1975,9/15/1975,9/15/1975,1975-1975,"3 pages of subject files containing and related to Star, Idaho","Marshall Creason, Theodore Shotgun;",,Idaho Statesman;,,"Star, ID; Ada County;",Subject Files,Star_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/735,735
