title,dates,start,end,span,description,people,doctype,publisher,keywords,locations,filetype,item-id,source,type,format,rights,language,link,cdmid
Star News Folder,5/8/1926 - 4/21/2016,5/8/1926,4/21/2016,1926-2016,36 pages of subject files containing and related to Star News,"Grote, Tom;",By-Laws; Written History;,,April Fools pranks; Idaho Newspaper Association; Idaho Press Club; Star Publishing Company;,"McCall, ID;",Subject Files,Star_News,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/736,736
Steelhead Folder,4/10/1985 - 8/12/1997,4/10/1985,8/12/1997,1985-1997,22 pages of subject files containing and related to Steelhead,,,Idaho Statesman; The Star-News;,Fishing; Nez Perce Tribe; Idaho Department of Fish and Game;,"McCall, ID; Sun Valley; Clearwater River;",Subject Files,Steelhead,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/737,737
Stem Action Center Folder,3/31/2016 - 3/31/2016,3/31/2016,3/31/2016,2016-2016,1 pages of subject files containing and related to Stem Action Center,,,The Star-News;,"Education; MYST; STEM Action Center; science, technology, engineering and mathematics;","McCall, ID;",Subject Files,Stem_Action_Center,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/738,738
Stibnite Houses Folder,10/3/1963 - 4/4/2009,10/3/1963,4/4/2009,1963-2009,17 pages of subject files containing and related to Stibnite Houses,"Thompson, Norman;",,Payette Lakes Star; The Star-News; Yellow Pine Times;,Stibnite Mine; Company Owned House moving;,"Yellow Pine, ID; Stibnite Mine; Campbell, ID; Warren, ID; Cascade, ID; McCall, ID;",Subject Files,Stibnite_Houses,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/739,739
Stibnite Mine Folder,1/15/1948 - 11/5/2015,1/15/1948,11/5/2015,1948-2015,10 pages of subject files containing and related to Stibnite Mine,,Personal Account;,Payette Lakes Star; The Star-News;,Stibnite Stage; Superior Mining Company; Dewey Mine; Golden Reef Joint Venture; Pioneer Metals; Dakota Mining Co.; Bradley Mining Co; EPA; Meadow Creek project; Cascade Environmental Science Class; Midas Gold,"Yellow Pine, ID; Stibnite Mine; Cascade, ID; McCall, ID;",Subject Files,Stibnite_Mine,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/740,740
St. Lukes McCall Hospital Folder,3/19/1960 - 3/2/2017,3/19/1960,3/2/2017,1960-2017,227 pages of subject files containing and related to St. Lukes McCall Hospital,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,McCall Memorial Hospital; St. Lukes Hospital System; Fundraising Benefits; Nursing; New Medical equipment; Hospital Foundation; Hospice; Hospital renovations; remodeling; Hospital Bond election; Hospital Board; New Year&apos;s babies; Emergency room; Telehealth; Auxillary;,"McCall, ID; Boise, ID;",Subject Files,St_Lukes_McCall_Hospital,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/741,741
St. Lukes McCall Hospital Auxiliary Folder,8/6/1956 - 12/8/2016,8/6/1956,12/8/2016,1956-2016,81 pages of subject files containing and related to St. Lukes McCall Hospital Auxiliary,,Pamphlet;,The Long Valley Advocate; McCall Memorial Hospital Auxiliary; The Star-News;,grants; Holiday Happening; hospital auxiliary; McCall Home Tour; thrift shop;,"McCall, ID;",Subject Files,St_Lukes_McCall_Hospital_Auxiliary,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/742,742
Stolle Meadows Folder,6/20/1977 - 1/17/1978,6/20/1977,1/17/1978,1977-1978,5 pages of subject files containing and related to Stolle Meadows,"Stolle, Carl M.; Stolle, Walter; Stolle, Margaret;",Personal Account;,,Stolle Meadows;,Stolle Meadows,Subject Files,Stolle_Meadows,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/743,743
Sports: Water Skiing Folder,7/26/1956 - 8/7/1994,7/26/1956,8/7/1994,1956-1994,4 pages of subject files containing and related to Sports: Water Skiing,,,Idaho Statesman; The Star-News;,Water skiiing; Helicopter skiing; Brownlee Reservoir; CJ Strike Reservoir; Cascade Reservoir; Lucky Peak;,"Payette Lake; Cascade Lake; McCall, ID;",Subject Files,Sports-Water_Skiing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/744,744
Suffrage 1995 Folder,1/1/1995 - 12/31/1995,1/1/1995,12/31/1995,1995-1995,90 pages of subject files containing and related to Suffrage 1995,,Photographs;,Idaho Statesman; Lewiston Morning Tribune; The Long Valley Advocate; National Women&apos;s History Project Gazette; Post Register; The Washington Post;,Women&apos;s Suffrage; Women&apos;s right to vote; Susan B. Anthony; 19th Amendment to the U.S. Constitution;,"Boise, ID;",Subject Files,Suffrage_1995,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/745,745
Tamarack Resort Folder,12/18/2002 - 3/16/2017,12/18/2002,3/16/2017,2002-2017,199 pages of subject files containing and related to Tamarack Resort,"Boespflug, Jean-Pierre; Hutcheson, Matthew; Miguel, Alfredo; President George W. Bush;",Magazine Article;,Idaho Statesman; McCall Magazine; The Star-News;,Credit Suisse; Douglas Wilson Co; Lodge at Osprey Meadows; Tamarack Resort; Valbois Resort; West Rock Resort;,"Tamarack, ID; Valley County; Cascade Reservoir;",Subject Files,Tamarack_Resort,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/746,746
Tamarack Resort: Valbois Resort Folder,3/30/1992 - 9/18/1997,3/30/1992,9/18/1997,1992-1997,74 pages of subject files containing and related to Tamarack Resort: Valbois Resort,"Schnebelen, Pierre; Taggart, Dennis;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,bankruptcy; Tamarack Resort; Valbois Resort; West Rock Resort;,"Tamarack, ID; Valley County; Cascade Reservoir;",Subject Files,Tamarack_Resort-Valbois_Resort,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/747,747
Tamarack Resort: West Rock Resort Folder,2/14/1996 - 12/5/2002,2/14/1996,12/5/2002,1996-2002,55 pages of subject files containing and related to Tamarack Resort: West Rock Resort,"Boespflug, Jean-Pierre;",,Idaho Statesman; The Long Valley Advocate; The Star-News;,Cascade Lake; Tamarack Resort; Valbois Resort; West Rock Resort;,"Tamarack, ID; Valley County; Cascade Reservoir;",Subject Files,Tamarack_Resort-West_Rock_Resort,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/748,748
"Thunder City, Idaho Folder",8/17/1962 - 1/1/1978,8/17/1962,1/1/1978,1962-1978,"4 pages of subject files containing and related to Thunder City, Idaho",Spielman Family;,Written History;,,Livery Stable; Lisenby&apos;s Saloon; Logue&apos;s Store;,"Thunder City, ID;",Subject Files,Thunder_City_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/749,749
"Thunder Mountain Gold, Inc. Folder",3/31/1981 - 10/9/1993,3/31/1981,10/9/1993,1981-1993,"32 pages of subject files containing and related to Thunder Mountain Gold, Inc.",,Business Report; Personal Account;,Big Sky PAY DIRT; Idaho Statesman; Skillings&apos; Mining Review; The Star-News;,"Gold mines; Mines and Mining; Thunder Mountain Mine; Silver Mines; Dewey Mine; Thunder Mountain Gold, Inc. Annual Report;","Thunder Mountain, ID;",Subject Files,Thunder_Mountain_Gold_Inc,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/750,750
Sports: Women&apos;s Mountain Bike Beverage and Chips Society (WOMBBACS) Folder,5/11/1995 - 5/11/1995,5/11/1995,5/11/1995,1995-1995,1 pages of subject files containing and related to Sports: Women&apos;s Mountain Bike Beverage and Chips Society (WOMBBACS),,,The Star-News;,Mountain Biking; bicycling; Women&apos;s Mountain Bike and Tea Society (WOMBATS); Women&apos;s Mountian Bike Beverage and Chips Society (WOMBBACS);,"McCall, ID;",Subject Files,Sports-Women&apos;s_Mountain_Bike_Beverage_and_Chips_Society_(WOMBBACS),McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/751,751
McCall Improvement Committee Folder,2/19/2005 - 6/12/2016,2/19/2005,6/12/2016,2005-2016,2 pages of subject files containing and related to McCall Improvement Committee,"Traughber, Mary Ann; Maupin, Sherry;",,The Star-News;,"Steppin Out Valentines Dinner and Dance; ABC; Americas Best Communities Competition; $3.0 Million top prize; McCall wins $100,000","McCall, ID;",Subject Files,McCall_Improvement_Committee,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/752,752
McCall Optimists Club Folder,7/29/1993 - 3/17/2016,7/29/1993,3/17/2016,1993-2016,10 pages of subject files containing and related to McCall Optimists Club,"Donica, carla; Bouck, larry; Ruska, Mitch; Perdersen, Mike; Roberts, Laverne; Schlegel, Mike; Crawford, Tom;",,The Long Valley Advocate; The Star-News;,Service Club; Volunteers; Community Events; optimists honors volunteers; Optimists Fishing Derby; Optimists Youth Football; Optimists of the Year,"McCall, ID;",Subject Files,McCall_Optimists_Club,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/753,753
McCall Music Soceity Folder,4/4/1984 - 3/30/2017,4/4/1984,3/30/2017,1984-2017,70 pages of subject files containing and related to McCall Music Soceity,"Nugent, Lawrence; Morgan, John; Lungren, Glenn; Cockey, Jim; Klimko, Jim;",,The Star-News;,Summerfest; Spring Concert; Holiday Concert; Dorothy Beyerle Music scholarship; Messiah; Music of the Masters;,"McCall, ID;",Subject Files,McCall_Music_Soceity,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/754,754
McCall Outdoor Science School Folder,7/19/2012 - 12/8/2016,7/19/2012,12/8/2016,2012-2016,14 pages of subject files containing and related to McCall Outdoor Science School,,Map;,The Star-News;,MOSS; Ponderosa State Park; Science and Environment Programs for Children; Education; School; University of Idaho;,"McCall, ID;",Subject Files,McCall_Outdoor_Science_School,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/755,755
McCall Rotary Club Folder,5/1/1965 - 2/2/2017,5/1/1965,2/2/2017,1965-2017,28 pages of subject files containing and related to McCall Rotary Club,,,The Star-News;,Grant program; Rotary Club; Scholarships; Payette Lakes;,"McCall, ID;",Subject Files,McCall_Rotary_Club,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/756,756
McCall Pony Club Folder,4/30/2015 - 8/11/2016,4/30/2015,8/11/2016,2015-2016,2 pages of subject files containing and related to McCall Pony Club,"Griffith, Abby; Cropp, Dylan; Farrell, Nicole;",,The Star-News;,Competitive Skills with Ponies; Pony Training; Quiz Rally;,"McCall, ID;",Subject Files,McCall_Pony_Club,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/757,757
McCall In Bloom Folder,9/27/2012 - 8/18/2016,9/27/2012,8/18/2016,2012-2016,16 pages of subject files containing and related to McCall In Bloom,"Coyle, Dennis; Weiner, Diana; Perry; Leonard; Trino, Corolyn;",,The Star-News;,Gardens; Competition; Four Bloom Rating; America In Bloom-Judges to visit; First Place Award-Americas Best Communities Competition,"McCall, ID;",Subject Files,McCall_In_Bloom,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/758,758
McCall Masonic Lodge/Eastern Star Chapter Folder,2/1/1937 - 5/16/1996,2/1/1937,5/16/1996,1937-1996,15 pages of subject files containing and related to McCall Masonic Lodge/Eastern Star Chapter,"McFall, Valeria; Callender, Bobbie; Sprelman, Alice C.; Cook, Melga;",Program;,The Star-News;,Lodge Building; Masons Washington&apos;s Birthday Banquet; Ladies Aid; Tap Dancing; Masons Teachers of the Year; Masons Fifty (50) Year Honors; Dedication of Masonic Temple,"McCall, ID;",Subject Files,McCall_Masonic_Lodge/Eastern_Star_Chapter,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/759,759
McCall Rehabilitation and Care Center Folder,2/6/2014 - 2/6/2014,2/6/2014,2/6/2014,2014-2014,2 pages of subject files containing and related to McCall Rehabilitation and Care Center,"Steffler, bobette; Allison, Marvin",,The Star-News;,"Allison, Marvin Pinnacle Customer Experience award; Marvin Allison-104th Birthday","McCall, ID;",Subject Files,McCall_Rehabilitation_and_Care_Center,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/760,760
McCall Readers and Writers Rendezvous Folder,7/8/1993 - 9/25/2008,7/8/1993,9/25/2008,1993-2008,13 pages of subject files containing and related to McCall Readers and Writers Rendezvous,"Frey, James N.; Welch, James; Duncan, David James; Hemingway, Lorian; Anderson, Kent; Vardis Fischer;",,Idaho Statesman; The Star-News;,Writers; Readings; Discussions; Workshops; Wild Side&apos;;,"McCall, ID;",Subject Files,McCall_Readers_and_Writers_Rendezvous,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/761,761
McCall School of Ballet Folder,6/24/1993 - 6/6/2013,6/24/1993,6/6/2013,1993-2013,5 pages of subject files containing and related to McCall School of Ballet,"Bechdel, Laura; Culley, Morgan; Dixon, Molly; Faust, Dru; Geeslin, Allison; Hagen, Hunter; Hanks, Tawney; Jorgenson, Diane; Jorgensen, Kyrie; Laidlaw, Erica; McMahan, Antonia; McKnight, Ellie; Rainford, Hannah; Remboldt, Kelsey; Alea; Stahl, Rylee; Swick; Sandra; Weldon, Alisha",,The Star-News;,Ballet Recitals;,"McCall, ID;",Subject Files,McCall_School_of_Ballet,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/762,762
McCall Winter Carnival 1924-1926 Folder,2/13/1924 - 2/13/1926,2/13/1924,2/13/1926,1924-1926,17 pages of subject files containing and related to McCall Winter Carnival 1924-1926,"Paulson, Shorty; Gaston, Smoky; Holt, Sourdough; Governor C.C. Moore; Peabody, E. J.; Brown, Warren; Brown, Elizabeth;",Photographs;,Cascade News; The Star-News,Winter Sports Competitions; Parades; Ice Sculptures; Celebrations; 15 mile dog derby; ski jump competition; snowshoes races;,"McCall, ID;",Subject Files,McCall_Winter_Carnival_1924-1926,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/763,763
McCall Winter Carnival 1928-1930 Folder,2/3/1928 - 2/21/1930,2/3/1928,2/21/1930,1928-1930,6 pages of subject files containing and related to McCall Winter Carnival 1928-1930,"Geelan, Thula; Kent, Tud; Kimball, Earl;",,Cascade News;,Winter Sports Competitions; Parades; Ice Sculptures; Celebrations; Dog derby; ski jumping; ski race;,"McCall, ID;",Subject Files,McCall_Winter_Carnival_1928-1930,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/764,764
McCall Winter Carnival 1965-1968 Folder,1/21/1965 - 3/5/1969,1/21/1965,3/5/1969,1965-1969,26 pages of subject files containing and related to McCall Winter Carnival 1965-1968,"Irwin, Mimi; Barlow, Clyde; Hollembeck, L.K.; Huntley, Bonnie Jo; Wilkent, Helen, Lyon, John;",Program;,Payette Lakes Star; Saw Dust Publication,Winter Sports Competitions; Parades; Ice Sculptures; Celebrations; Jay-Cettes Chili Stand; Style Show; Ski Movies; Ski Competition;,"McCall, ID;",Subject Files,McCall_Winter_Carnival_1965-1968,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/765,765
